searge,name,side,desc
func_147292_a,handleSpawnGlobalEntity,0,Handles globally visible entities. Used in vanilla for lightning bolts
func_147281_a,handleSpawnMob,0,"Spawns the mob entity at the specified location, with the specified rotation, momentum and type. Updates the entities Datawatchers with the entity metadata specified in the packet"
func_147288_a,handleSpawnPainting,0,Handles the spawning of a painting object
func_147237_a,handleSpawnPlayer,0,"Handles the creation of a nearby player entity, sets the position and held item"
func_147279_a,handleAnimation,0,"Renders a specified animation: Waking up a player, a living entity swinging its currently held item, being hurt or receiving a critical hit by normal or magical means"
func_147293_a,handleStatistics,0,Updates the players statistics or achievements
func_147294_a,handleBlockBreakAnim,0,Updates all registered IWorldAccess instances with destroyBlockInWorldPartially
func_147273_a,handleUpdateTileEntity,0,"Updates the NBTTagCompound metadata of instances of the following entitytypes: Mob spawners, command blocks, beacons, skulls, flowerpot"
func_147261_a,handleBlockAction,0,"Triggers Block.onBlockEventReceived, which is implemented in BlockPistonBase for extension/retraction, BlockNote for setting the instrument (including audiovisual feedback) and in BlockContainer to set the number of players accessing a (Ender)Chest"
func_147234_a,handleBlockChange,0,Updates the block and metadata and generates a blockupdate (and notify the clients)
func_147274_a,handleTabComplete,0,Displays the available command-completion options the server knows of
func_147251_a,handleChat,0,Prints a chatmessage in the chat GUI
func_147287_a,handleMultiBlockChange,0,"Received from the servers PlayerManager if between 1 and 64 blocks in a chunk are changed. If only one block requires an update, the server sends S23PacketBlockChange and if 64 or more blocks are changed, the server sends S21PacketChunkData"
func_147239_a,handleConfirmTransaction,0,Verifies that the server and client are synchronized with respect to the inventory/container opened by the player and confirms if it is the case.
func_147276_a,handleCloseWindow,0,Resets the ItemStack held in hand and closes the window that is opened
func_147265_a,handleOpenWindow,0,"Displays a GUI by ID. In order starting from id 0: Chest, Workbench, Furnace, Dispenser, Enchanting table, Brewing stand, Villager merchant, Beacon, Anvil, Hopper, Dropper, Horse"
func_147241_a,handleWindowItems,0,Handles the placement of a specified ItemStack in a specified container/inventory slot
func_147245_a,handleWindowProperty,0,Sets the progressbar of the opened window to the specified value
func_147266_a,handleSetSlot,0,Handles pickin up an ItemStack or dropping one in your inventory or an open (non-creative) container
func_147240_a,handleCustomPayload,0,"Handles packets that have room for a channel specification. Vanilla implemented channels are ""MC|TrList"" to acquire a MerchantRecipeList trades for a villager merchant, ""MC|Brand"" which sets the server brand? on the player instance and finally ""MC|RPack"" which the server uses to communicate the identifier of the default server resourcepack for the client to load."
func_147253_a,handleDisconnect,0,Closes the network channel
func_147236_a,handleEntityStatus,0,"Invokes the entities' handleUpdateHealth method which is implemented in LivingBase (hurt/death), MinecartMobSpawner (spawn delay), FireworkRocket & MinecartTNT (explosion), IronGolem (throwing,...), Witch (spawn particles), Zombie (villager transformation), Animal (breeding mode particles), Horse (breeding/smoke particles), Sheep (...), Tameable (...), Villager (particles for breeding mode, angry and happy), Wolf (...)"
func_147283_a,handleExplosion,0,"Initiates a new explosion (sound, particles, drop spawn) for the affected blocks indicated by the packet."
func_147252_a,handleChangeGameState,0,
func_147272_a,handleKeepAlive,0,
func_147263_a,handleChunkData,0,"Updates the specified chunk with the supplied data, marks it for re-rendering and lighting recalculation"
func_147269_a,handleMapChunkBulk,0,
func_147277_a,handleEffect,0,
func_147289_a,handleParticles,0,Spawns a specified number of particles at the specified location with a randomized displacement according to specified bounds
func_147255_a,handleSoundEffect,0,
func_147282_a,handleJoinGame,0,"Registers some server properties (gametype,hardcore-mode,terraintype,difficulty,player limit), creates a new WorldClient and sets the player initial dimension"
func_147264_a,handleMaps,0,Updates the worlds MapStorage with the specified MapData for the specified map-identifier and invokes a MapItemRenderer for it
func_147259_a,handleEntityMovement,0,"Updates the specified entity's position by the specified relative moment and absolute rotation. Note that subclassing of the packet allows for the specification of a subset of this data (e.g. only rel. position, abs. rotation or both)."
func_147268_a,handleSignEditorOpen,0,Creates a sign in the specified location if it didn't exist and opens the GUI to edit its text
func_147270_a,handlePlayerAbilities,0,
func_147256_a,handlePlayerListItem,0,
func_147278_a,handleUseBed,0,"Retrieves the player identified by the packet, puts him to sleep if possible (and flags whether all players are asleep)"
func_147238_a,handleDestroyEntities,0,"Locally eliminates the entities. Invoked by the server when the items are in fact destroyed, or the player is no longer registered as required to monitor them. The latter  happens when distance between the player and item increases beyond a certain treshold (typically the viewing distance)"
func_147262_a,handleRemoveEntityEffect,0,Handle a remove entity effect packet.
func_147280_a,handleRespawn,0,respawns the player
func_147267_a,handleEntityHeadLook,0,"Updates the direction in which the specified entity is looking, normally this head rotation is independent of the rotation of the entity itself"
func_147257_a,handleHeldItemChange,0,Updates which hotbar slot of the player is currently selected
func_147254_a,handleDisplayScoreboard,0,"Removes or sets the ScoreObjective to be displayed at a particular scoreboard position (list, sidebar, below name)"
func_147284_a,handleEntityMetadata,0,Invoked when the server registers new proximate objects in your watchlist or when objects in your watchlist have changed -> Registers any changes locally
func_147243_a,handleEntityAttach,0,
func_147244_a,handleEntityVelocity,0,Sets the velocity of the specified entity to the specified value
func_147242_a,handleEntityEquipment,0,
func_147295_a,handleSetExperience,0,
func_147249_a,handleUpdateHealth,0,Recieves player health from the server and then proceeds to set it locally on the client.
func_147291_a,handleScoreboardObjective,0,"May create a scoreboard objective, remove an objective from the scoreboard or update an objectives' displayname"
func_147247_a,handleTeams,0,"Updates a team managed by the scoreboard: Create/Remove the team registration, Register/Remove the player-team-memberships, Set team displayname/prefix/suffix and/or whether friendly fire is enabled"
func_147250_a,handleUpdateScore,0,Either updates the score with a specified value or removes the score for an objective
func_147271_a,handleSpawnPosition,0,
func_147285_a,handleTimeUpdate,0,
func_147248_a,handleUpdateSign,0,Updates a specified sign with the specified text lines
func_147246_a,handleCollectItem,0,
func_147275_a,handleEntityTeleport,0,Updates an entity's position and rotation as specified by the packet
func_147290_a,handleEntityProperties,0,"Updates en entity's attributes and their respective modifiers, which are used for speed bonusses (player sprinting, animals fleeing, baby speed), weapon/tool attackDamage, hostiles followRange randomization, zombie maxHealth and knockback resistance as well as reinforcement spawning chance."
func_147260_a,handleEntityEffect,0,
func_152493_a,getTotalBytes,0,
func_152495_b,getCount,0,
func_150502_a,bufToBytes,0,
func_150504_a,cipher,0,
func_150503_a,decipher,0,
func_151270_a,addLocalEndpoint,0,Adds a channel that listens locally
func_151265_a,addLanEndpoint,0,Adds a channel that listens on publicly accessible network ports
func_151268_b,terminateEndpoints,0,Shuts down all open endpoints (with immediate effect?)
func_151269_c,networkTick,0,"Will try to process the packets received by each NetworkManager, gracefully manage processing failures and cleans up dead connections"
func_151267_d,getServer,0,
func_147364_a,setPlayerLocation,0,Moves the player to the specified destination and rotation
func_147359_a,sendPacket,0,
func_147362_b,getNetworkManager,0,
func_147360_c,kickPlayerFromServer,0,Kick a player from the server with a reason
func_147363_d,currentTimeMillis,0,
func_147361_d,handleSlashCommand,0,Handle commands that start with a /
func_71542_c,getAllUsernames,0,
func_147202_a,addResults,0,
func_147205_a,saveProfileResults,0,Save the profiling results from the last profile
func_147204_b,getProfileResults,0,Get the profiling results from the last profile
func_147203_d,getWittyComment,0,Get a random witty comment
func_147201_h,parseDifficulty,0,
func_71552_a,setTime,0,Set the time in the server object.
func_71553_b,addTime,0,Adds (or removes) time in the server object.
func_98152_d,getAllUsernames,0,
func_152372_a,notifyOperators,0,Send an informative message to the server operators
func_82386_a,matchOnePlayer,0,Returns the one player that matches the given at-token.  Returns null if more than one player matches.
func_82377_a,matchesMultiplePlayers,0,Returns whether the given pattern can match more than one player.
func_82383_a,hasTheseArguments,0,Returns whether the given token (parameter 1) has exactly the given arguments (parameter 2).
func_96560_a,getScoreMap,0,
func_150869_b,matchEntitiesToChatComponent,0,
func_82378_b,hasArguments,0,Returns whether the given token has any arguments set.
func_82380_c,matchPlayers,0,Returns an array of all players matched by the given at-token.
func_82384_c,getDefaultMinimumRange,0,Gets the default minimum range (argument rm).
func_82379_d,getDefaultMaximumRange,0,Gets the default maximum range (argument r).
func_82376_e,getDefaultMaximumLevel,0,Gets the default maximum experience level (argument l)
func_82375_f,getDefaultMinimumLevel,0,Gets the default minimum experience level (argument lm)
func_82382_g,getDefaultCount,0,"Gets the default number of players to return (argument c, 0 for infinite)"
func_82381_h,getArgumentMap,0,"Parses the given argument string, turning it into a HashMap&lt;String, String&gt; of name-&gt;value."
func_82704_a,isEntityApplicable,0,Return whether the specified entity is applicable to this filter.
func_111095_a,normalize,0,
func_111093_a,clamp,0,
func_111092_a,getSpawnY,0,
func_111099_a,dist,0,
func_111097_a,randomize,0,
func_111096_b,getLength,0,
func_111098_b,isSafe,0,
func_111094_b,moveAway,0,
func_71535_c,getCommands,0,
func_71534_d,getSortedPossibleCommands,0,Returns a sorted list of all possible commands for the given ICommandSender.
func_147183_a,getTeam,0,
func_147189_a,getObjective,0,
func_147184_a,getObjectives,0,
func_147193_c,addObjective,0,
func_147192_d,getScoreboard,0,
func_147196_d,listObjectives,0,
func_147185_d,addTeam,0,
func_147200_e,setTeamOption,0,
func_147194_f,removeTeam,0,
func_147186_g,listTeams,0,
func_147191_h,removeObjective,0,
func_147190_h,joinTeam,0,
func_147199_i,leaveTeam,0,
func_147188_j,emptyTeam,0,
func_147198_k,setObjectiveDisplay,0,
func_147195_l,listPlayers,0,
func_147197_m,setPlayer,0,
func_147187_n,resetPlayers,0,
func_147182_d,getEntityIds,0,
func_147210_a,banIp,0,
func_145755_a,trigger,0,
func_145758_a,writeDataToNBT,0,Stores data to NBT format.
func_145757_a,fillInInfo,0,"Fills in information about the command block for the packet. X/Y/Z for the minecart version, and entityId for the traditional version"
func_145752_a,setCommand,0,Sets the command.
func_145759_b,readDataFromNBT,0,Reads NBT formatting and stored data into variables.
func_145750_b,setLastOutput,0,
func_145754_b,setName,0,
func_145756_e,updateCommand,0,
func_145751_f,getCommandBlockType,0,"Currently this returns 0 for the traditional command block, and 1 for the minecart command block"
func_145760_g,getSuccessCount,0,returns the successCount int.
func_145749_h,getLastOutput,0,Returns the lastOutput.
func_145753_i,getCustomName,0,Returns the customName of the command block.
func_147181_a,matchesNbt,0,
func_152375_a,sendPacketStats,0,
func_147209_d,getPlayerNames,0,
func_110669_a,spread,0,
func_110668_a,spreadPositions,0,
func_110667_a,getNumberOfTeams,0,
func_110671_a,setPlayerPositions,0,
func_110670_a,createInitialPositions,0,
func_90022_d,getListOfPlayers,0,
func_82366_d,getGameRules,0,Return the game rule set this command should be able to manipulate.
func_71538_c,getListOfPlayerUsernames,0,Returns String array containing all player usernames in the server.
func_71539_b,getGameModeFromCommand,0,Gets the Game Mode specified in the command.
func_71554_c,toggleDownfall,0,Toggle rain and enable thundering.
func_70003_b,canCommandSenderUseCommand,0,Returns true if the command sender is allowed to use the given command.
func_145747_a,addChatMessage,0,"Notifies this sender of some sort of information.  This is for messages intended to display to the user.  Used for typical output (like ""you asked for whether or not this game rule is set, so here's your answer""), warnings (like ""I fetched this block for you by ID, but I'd like you to know that every time you do this, I die a little inside""), and errors (like ""it's not called iron_pixacke, silly"")."
func_130014_f_,getEntityWorld,0,"Get the world, if available. <b>{@code null} is not allowed!</b> If you are not an entity in the world, return the overworld"
func_82114_b,getPlayerCoordinates,0,Return the position for this command sender.
func_71541_a,setGameType,0,
func_74844_a,getErrorOjbects,0,
func_71519_b,canCommandSenderUseCommand,0,Returns true if the given command sender is allowed to use this command.
func_71516_a,addTabCompletionOptions,0,Adds the strings available in this command to the given list of tab completion options.
func_82358_a,isUsernameIndex,0,Return whether the specified command parameter index is a username parameter.
func_71514_a,getCommandAliases,0,Get a list of aliases for this command. <b>Never return null!</b>
func_71515_b,processCommand,0,Callback when the command is invoked
func_71517_b,getCommandName,0,Gets the name of the command
func_71518_a,getCommandUsage,0,Gets the usage string for the command.
func_71555_a,getCommands,0,"returns a map of string to commads. All commands are returned, not just ones which someone has permission to use."
func_71557_a,getPossibleCommands,0,returns all commands that the commandSender can use
func_71556_a,executeCommand,0,"Attempt to execute a command. This method should return the number of times that the command was executed. If the command does not exist or if the player does not have permission, 0 will be returned. A number greater than 1 can be returned if a player selector is used.\n \n@param sender The person who executed the command. This could be an EntityPlayer, RCon Source, Command Block, etc.\n@param rawCommand The raw arguments that were passed. This includes the command name."
func_71558_b,getPossibleCommands,0,Performs a ""begins with"" string match on each token in par2. Only returns commands that par1 can use.
func_82362_a,getRequiredPermissionLevel,0,Return the required permission level for this command.
func_110666_a,clamp_coord,0,
func_110665_a,clamp_double,0,
func_152374_a,notifyOperators,0,
func_152373_a,notifyOperators,0,
func_71526_a,parseInt,0,Parses an int from the given string.
func_110664_a,parseDoubleWithMin,0,"Parses a double from the given string.  Throws if the string could not be parsed as a double, or if it's less than the given minimum value."
func_110661_a,parseDoubleBounded,0,"Parses a double from the given string.  Throws if the string could not be parsed as a double, or if it's not between the given min and max values."
func_71528_a,parseIntWithMin,0,Parses an int from the given sring with a specified minimum.
func_71532_a,parseIntBounded,0,Parses an int from the given string within a specified bound.
func_147178_a,getChatComponentFromNthArg,0,
func_147176_a,getChatComponentFromNthArg,0,
func_71523_a,doesStringStartWith,0,Returns true if the given substring is exactly equal to the start of the given string (case insensitive).
func_96333_a,joinNiceStringFromCollection,0,"Creates a linguistic series joining together the elements of the given collection.  Examples: 1) {} --> """",  2) {""Steve""} --> ""Steve"",  3) {""Steve"", ""Phil""} --> ""Steve and Phil"",  4) {""Steve"", ""Phil"", ""Mark""} --> ""Steve, Phil and Mark"""
func_71529_a,setAdminCommander,0,Sets the static IAdminCommander.
func_147177_a,joinNiceString,0,"Creates a linguistic series joining the input chat components.  Examples: 1) {} --> """",  2) {""Steve""} --> ""Steve"",  3) {""Steve"", ""Phil""} --> ""Steve and Phil"",  4) {""Steve"", ""Phil"", ""Mark""} --> ""Steve, Phil and Mark"""
func_71527_a,joinNiceString,0,"Creates a linguistic series joining the input objects together.  Examples: 1) {} --> """",  2) {""Steve""} --> ""Steve"",  3) {""Steve"", ""Phil""} --> ""Steve and Phil"",  4) {""Steve"", ""Phil"", ""Mark""} --> ""Steve, Phil and Mark"""
func_71531_a,getListOfStringsFromIterableMatchingLastWord,0,Returns a List of strings (chosen from the given string iterable) which the last word in the given string array is a beginning-match for. (Tab completion).
func_71530_a,getListOfStringsMatchingLastWord,0,Returns a List of strings (chosen from the given strings) which the last word in the given string array is a beginning-match for. (Tab completion).
func_71521_c,getCommandSenderAsPlayer,0,Returns the given ICommandSender as a EntityPlayer or throw an exception.
func_82363_b,parseDouble,0,Parses a double from the given string or throws an exception if it's not a double.
func_82360_a,getStringFromNthArg,0,
func_110662_c,parseBoolean,0,"Parses a boolean value from the given string.  Throws if the string does not contain a boolean value.  Accepted values are (case-sensitive): ""true"", ""false"", ""0"", ""1""."
func_82359_c,getPlayer,0,
func_96332_d,getPlayerName,0,
func_147179_f,getItemByText,0,"Gets the Item specified by the given text string.  First checks the item registry, then tries by parsing the string as an integer ID (deprecated).  Warns the sender if we matched by parsing the ID.  Throws if the item wasn't found.  Returns the item if it was found."
func_147180_g,getBlockByText,0,"Gets the Block specified by the given text string.  First checks the block registry, then tries by parsing the string as an integer ID (deprecated).  Warns the sender if we matched by parsing the ID.  Throws if the block wasn't found.  Returns the block if it was found."
func_71536_c,getPlayers,0,
func_71560_a,registerCommand,0,adds the command and any aliases it has to the internal map of available commands
func_82370_a,getUsernameIndex,0,Return a command's first parameter index containing a valid username.
func_71559_a,dropFirstString,0,creates a new array and sets elements 0..n-2 to be 0..n-1 of the input (n elements)
func_148334_a,generateNewRandomName,0,Randomly generates a new name built up of 3 or 4 randomly selected words.
func_148335_a,reseedRandomGenerator,0,Resets the underlying random number generator using a given seed.
func_151189_a,getIntegerValue,0,Gets the integer value stored in this tuple.
func_151188_a,setIntegerValue,0,Sets this tuple's integer value to the given value.
func_151190_a,setJsonSerializableValue,0,Sets this tuple's JsonSerializable value to the given value.
func_151187_b,getJsonSerializableValue,0,Gets the JsonSerializable value stored in this tuple.
func_82600_a,getFront,0,Returns the facing that represents the block in front of it.
func_82601_c,getFrontOffsetX,0,Returns a offset that addresses the block in front of this facing.
func_96559_d,getFrontOffsetY,0,Gets the offset in the y direction to the block in front of this facing.
func_82599_e,getFrontOffsetZ,0,Returns a offset that addresses the block in front of this facing.
func_76352_a,isProjectile,0,Returns true if the damage is projectile based.
func_94539_a,setExplosionSource,0,
func_92087_a,causeThornsDamage,0,Returns the EntityDamageSource of the Thorns enchantment
func_76356_a,causeThrownDamage,0,
func_76358_a,causeMobDamage,0,
func_76365_a,causePlayerDamage,0,returns an EntityDamageSource of type player
func_76353_a,causeArrowDamage,0,returns EntityDamageSourceIndirect of an arrow
func_76362_a,causeFireballDamage,0,returns EntityDamageSourceIndirect of a fireball
func_76349_b,setProjectile,0,Define the damage type as projectile based.
func_76354_b,causeIndirectMagicDamage,0,
func_151519_b,getDeathMessage,0,Gets the death message that is displayed when the player dies
func_94541_c,isExplosion,0,
func_94540_d,setExplosion,0,
func_76363_c,isUnblockable,0,
func_76345_d,getHungerDamage,0,How much satiate(food) is consumed by this DamageSource
func_76357_e,canHarmInCreative,0,
func_151517_h,isDamageAbsolute,0,Whether or not the damage ignores modification by potion effects or enchantments.
func_76364_f,getSourceOfDamage,0,"Retrieves the immediate causer of the damage, e.g. the arrow entity, not its shooter"
func_76346_g,getEntity,0,"Retrieves the true causer of the damage, e.g. the player who fired an arrow, the shulker who fired the bullet, etc."
func_76348_h,setDamageBypassesArmor,0,
func_76359_i,setDamageAllowedInCreativeMode,0,
func_151518_m,setDamageIsAbsolute,0,"Sets a value indicating whether the damage is absolute (ignores modification by potion effects or enchantments), and also clears out hunger damage."
func_76361_j,setFireDamage,0,Define the damage type as fire based.
func_76347_k,isFireDamage,0,Returns true if the damage is fire based.
func_76355_l,getDamageType,0,Return the name of damage type.
func_76351_m,setDifficultyScaled,0,Set whether this damage source will have its damage amount scaled based on the current difficulty.
func_76350_n,isDifficultyScaled,0,Return whether this damage source will have its damage amount scaled based on the current difficulty.
func_82725_o,isMagicDamage,0,Returns true if the damage is magic based.
func_82726_p,setMagicDamage,0,Define the damage type as magic based.
func_76341_a,getFirst,0,Get the first Object in the Tuple
func_76340_b,getSecond,0,Get the second Object in the Tuple
func_148522_a,onDownloadComplete,0,
func_75116_a,getFoodLevel,0,Get the player's food level.
func_75113_a,addExhaustion,0,adds input to foodExhaustionLevel to a max of 40
func_75114_a,setFoodLevel,0,
func_75122_a,addStats,0,"Args: int foodLevel, float foodSaturationModifier"
func_151686_a,addStats,0,
func_75112_a,readNBT,0,Reads food stats from an NBT object.
func_75118_a,onUpdate,0,Handles the food game logic.
func_75120_b,getPrevFoodLevel,0,
func_75119_b,setFoodSaturationLevel,0,
func_75117_b,writeNBT,0,Writes food stats to an NBT object.
func_75121_c,needFood,0,If foodLevel is not max.
func_75115_e,getSaturationLevel,0,Get the player's food saturation level.
func_74808_a,getInstance,0,Return the StringTranslate singleton instance
func_74805_b,translateKey,0,Translate a key to current language.
func_74803_a,translateKeyFormat,0,Translate a key to current language applying String.format()
func_135063_a,replaceWith,0,Replaces all the current instance's translations with the ones that are passed in.
func_94520_b,containsTranslateKey,0,Returns true if the passed key is in the translation table.
func_150510_c,getLastUpdateTimeInMilliseconds,0,"Gets the time, in milliseconds since epoch, that this instance was last updated"
func_135064_c,tryTranslateKey,0,Tries to look up a translation for the given key; spits back the key if no result was found.
func_110623_a,getResourcePath,0,
func_110624_b,getResourceDomain,0,
func_151232_a,getName,0,
func_148740_a,createUnderlyingMap,0,Creates the Map we will use to map keys to their registered values.
func_148742_b,getKeys,0,Gets all the keys recognized by this registry.
func_148741_d,containsKey,0,Does this registry contain an entry for the given key?
func_76133_a,sqrt_double,0,
func_76132_a,abs_max,0,Maximum of the absolute value of two numbers.
func_151237_a,clamp_double,0,
func_76126_a,sin,0,sin looked up in a table
func_76131_a,clamp_float,0,"Returns the value of the first parameter, clamped to be within the lower and upper limits given by the second and third parameters"
func_76130_a,abs_int,0,Returns the unsigned value of an int.
func_76137_a,bucketInt,0,"Buckets an integer with specifed bucket sizes.  Args: i, bucketSize"
func_76125_a,clamp_int,0,"Returns the value of the first parameter, clamped to be within the lower and upper limits given by the second and third parameters."
func_76139_a,stringNullOrLengthZero,0,Tests if a string is null or of length zero
func_82712_a,parseDoubleWithDefault,0,parses the string as double or returns the second parameter if it fails.
func_82713_a,parseDoubleWithDefaultAndMax,0,
func_82715_a,parseIntWithDefault,0,parses the string as integer or returns the second parameter if it fails
func_82714_a,parseIntWithDefaultAndMax,0,parses the string as integer or returns the second parameter if it fails. this value is capped to par2
func_82716_a,getRandomDoubleInRange,0,
func_151240_a,randomFloatClamp,0,
func_76136_a,getRandomIntegerInRange,0,
func_76127_a,average,0,
func_76140_b,truncateDoubleToInt,0,"returns par0 cast as an int, and no greater than Integer.MAX_VALUE-1024"
func_151238_b,denormalizeClamp,0,
func_76134_b,cos,0,cos looked up in the sin table with the appropriate offset
func_151236_b,roundUpToPowerOfTwo,0,Returns the input value rounded up to the next highest power of two.
func_154354_b,roundUp,0,"Rounds the first parameter up to the next interval of the second parameter.\n \nFor instance, {@code roundUp(1, 4)} returns 4; {@code roundUp(0, 4)} returns 0; and {@code roundUp(4, 4)} returns 4."
func_76128_c,floor_double,0,Returns the greatest integer less than or equal to the double argument
func_76129_c,sqrt_float,0,
func_151239_c,calculateLogBaseTwo,0,"Efficiently calculates the floor of the base-2 log of an integer value.  This is effectively the index of the highest bit that is set.  For example, if the number in binary is 0...100101, this will return 5."
func_76124_d,floor_double_long,0,Long version of floor_double
func_76141_d,floor_float,0,Returns the greatest integer less than or equal to the float argument
func_151235_d,isPowerOfTwo,0,"Is the given value a power of two?  (1, 2, 4, 8, 16, ...)"
func_154353_e,absFloor,0,
func_76135_e,abs,0,
func_151241_e,calculateLogBaseTwoDeBruijn,0,"Uses a B(2, 5) De Bruijn sequence and a lookup table to efficiently calculate the log-base-two of the given value.  Optimized for cases where the input value is a power-of-two.  If the input value is not a power-of-two, then subtract 1 from the return value."
func_76143_f,ceiling_double_int,0,
func_76123_f,ceiling_float_int,0,
func_76138_g,wrapAngleTo180_double,0,"the angle is reduced to an angle between -180 and +180 by mod, and a 360 check"
func_76142_g,wrapAngleTo180_float,0,"the angle is reduced to an angle between -180 and +180 by mod, and a 360 check"
func_150262_a,createDeepCopyIterator,0,"Creates an iterator that iterates over the given components, returning deep copies of each component in turn so that the properties of the returned objects will remain externally consistent after being returned."
func_76041_a,lookup,0,Returns the object associated to a key
func_76043_a,getSlotIndex,0,Computes the index of the slot for the hash and slot count passed in.
func_76040_a,insert,0,Adds an object to a slot
func_76038_a,addKey,0,Adds a key and associated value to this map
func_76048_a,copyTo,0,Copies the hash slots to a new array
func_76037_b,containsItem,0,Return true if an object is associated with the given key
func_76046_c,clearMap,0,Removes all entries from the map
func_76045_c,lookupEntry,0,Returns the key/object mapping for a given key as a MCHashEntry
func_76049_d,removeObject,0,Removes the specified object from the map and returns it
func_76036_e,removeEntry,0,Removes the specified entry from the map and returns it
func_76044_g,computeHash,0,Makes the passed in integer suitable for hashing by a number of shifts
func_76047_h,grow,0,Increases the number of hash slots
func_76272_a,getTotalWeight,0,Returns the total weight of all items in a collection.
func_76271_a,getRandomItem,0,Returns a random choice from the input items.
func_76273_a,getRandomItem,0,"Returns a random choice from the input items, with a total weight value."
func_76274_a,getRandomItem,0,Returns a random choice from the input items.
func_76269_a,getRandomItem,0,"Returns a random choice from the input array of items, with a total weight value."
func_76270_a,getTotalWeight,0,Returns the total weight of all items in a array.
func_82372_a,getMovementDirection,0,Returns the movement direction from a velocity vector.
func_76333_a,smooth,0,Smooths mouse input
func_72432_b,normalize,0,Normalizes the vector to a length of 1 (except if it is the zero vector)
func_72443_a,createVectorHelper,0,"Static method for creating a new Vec3D given the three x,y,z values. This is only called from the other static method which creates and places it in the list."
func_72440_a,rotateAroundX,0,Rotates the vector around the x axis by the specified angle.
func_72444_a,subtract,0,Returns a new vector with the result of the specified vector minus this.
func_72433_c,lengthVector,0,Returns the length of the vector.
func_72439_b,setComponents,0,"Sets the x,y,z components of the vector as specified."
func_72442_b,rotateAroundY,0,Rotates the vector around the y axis by the specified angle.
func_72430_b,dotProduct,0,
func_72429_b,getIntermediateWithXValue,0,"Returns a new vector with x value equal to the second parameter, along the line between this vector and the passed in vector, or null if not possible."
func_72441_c,addVector,0,"Adds the specified x,y,z vector components to this vector and returns the resulting vector. Does not change this vector."
func_72446_c,rotateAroundZ,0,Rotates the vector around the z axis by the specified angle.
func_72431_c,crossProduct,0,Returns a new vector with the result of this vector x the specified vector.
func_72435_c,getIntermediateWithYValue,0,"Returns a new vector with y value equal to the second parameter, along the line between this vector and the passed in vector, or null if not possible."
func_72445_d,squareDistanceTo,0,"The square of the Euclidean distance between this and the vector of x,y,z components passed in."
func_72438_d,distanceTo,0,"Euclidean distance between this and the specified vector, returned as double."
func_72434_d,getIntermediateWithZValue,0,"Returns a new vector with z value equal to the second parameter, along the line between this vector and the passed in vector, or null if not possible."
func_72436_e,squareDistanceTo,0,The square of the Euclidean distance between this and the specified vector.
func_76181_a,getSuitableLanPort,0,
func_151223_a,downloadResourcePack,0,
func_152755_a,get,0,Send a GET request to the given URL.
func_151225_a,post,0,Sends a POST to the given URL\n \n@param content Formatted POST args (key=value&key2=value2&etc=etc) Should be encoded properly or an error may occur.
func_151226_a,postMap,0,Sends a POST to the given URL using the map as the POST args
func_76179_a,buildPostString,0,Builds an encoded HTTP POST content string from a string map
func_152421_a,setSessionType,0,
func_94545_a,calculateFallSuffix,0,
func_94548_b,getFallSuffix,0,
func_94547_a,trackDamage,0,Adds an entry for the combat tracker
func_151521_b,getDeathMessage,0,
func_94550_c,getBestAttacker,0,
func_94549_h,reset,0,Resets this trackers list of combat entries
func_94544_f,getBestCombatEntry,0,
func_94542_g,resetFallSuffix,0,
func_71571_b,set,0,
func_71569_e,getDistanceSquared,0,Returns the squared distance between this coordinates and the coordinates given as argument.
func_82371_e,getDistanceSquaredToChunkCoordinates,0,Return the squared distance between this coordinates and the ChunkCoordinates given as argument.
func_111286_b,getSessionID,0,
func_148255_b,getPlayerID,0,
func_111285_a,getUsername,0,
func_148254_d,getToken,0,
func_148256_e,getProfile,0,
func_152428_f,getSessionType,0,Returns either 'legacy' or 'mojang' whether the account is migrated or not
func_78898_a,updatePlayerMoveState,0,
func_151003_a,getSerializableElement,0,Gets the JsonElement that can be serialized.
func_152753_a,fromJson,0,
func_146586_a,setDoneWorking,0,
func_73718_a,setLoadingProgress,0,Updates the progress bar on the loading screen to the specified amount. Args: loadProgress
func_73720_a,displayProgressMessage,0,"""Saving level"", or the loading,or downloading equivelent"
func_73721_b,resetProgressAndMessage,0,"this string, followed by ""working..."" and then the ""% complete"" are the 3 lines shown. This resets progress to 0, and the WorkingString to ""working...""."
func_73719_c,resetProgresAndWorkingMessage,0,This is called with ""Working..."" by resetProgressAndMessage
func_110647_a,getOSType,0,
func_150215_a,getColor,0,Gets the effective color of this ChatStyle.
func_150238_a,setColor,0,Sets the color for this ChatStyle to the given value.  Only use color values for this; set other values using the specific methods.
func_150241_a,setChatClickEvent,0,Sets the event that should be run when text of this ChatStyle is clicked on.
func_150209_a,setChatHoverEvent,0,Sets the event that should be run when text of this ChatStyle is hovered over.
func_150221_a,setParentStyle,0,"Sets the fallback ChatStyle to use if this ChatStyle does not override some value.  Without a parent, obvious defaults are used (bold: false, underlined: false, etc)."
func_150227_a,setBold,0,"Sets whether or not text of this ChatStyle should be in bold.  Set to false if, e.g., the parent style is bold and you want text of this style to be unbolded."
func_150223_b,getBold,0,Whether or not text of this ChatStyle should be in bold.
func_150217_b,setItalic,0,"Sets whether or not text of this ChatStyle should be italicized.  Set to false if, e.g., the parent style is italicized and you want to override that for this style."
